original	simplification	label
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	100.0
The four canonical texts are the Gospel of Matthew, Gospel of Mark, Gospel of Luke and Gospel of John, probably written between AD 65 and 100 (see also the Gospel according to the Hebrews).	Gospel of Luke and Gospel of John.	12.4
In April 1862, Ben was arrested on the orders of Police Inspector Sir Frederick Pottinger for participating in an armed robbery whilst in the company of Frank Gardiner.	In April 1862, Ben was detained on the orders of Police Inspector Sir Frederick Pottinger for taking part in an armed robbery while in the company of Frank Gardiner.	89.06666667
Addiscombe is a suburb in the London Borough of Croydon, England.	Addiscombe is a suburb in the London borough of Croydon, England.	95.33333333333333
The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.	The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.	100.0
Moderate to severe damage extended up the Atlantic coastline and as far Inland as West Virginia.	Moderate to severe damage went up the Atlantic coastline and as far Inland as West Virginia.	97.8
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	100.0
A bastion on the eastern approaches was built later.	A bastion on the eastern approaches was built later.	100.0
New South Wales's largest city and capital is Sydney.	New South Wales's largest city and capital is Sydney.	100.0
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (used to be Scholastic Aptitude Test and Scholastic Assessment Test) is a test for college admissions in the United States.	88.0
A Mutant is a type of fictional character that appears in comic books published by marvel Comics.	A Mutant is a type of fictional character that	11.733333333333333
During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	He returns in the 2007 series of Doctor Who, reuniting with the tenth incarnation of the Doctor, and returned again for the 2008 series.	0.0
The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.	The Ukrainian nuclear energy agency said that Russia was responsible for the attack. They said the attack had damaged the energy production infrastructure needed to restore production.	92.0
In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.	In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.	100.0
Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.	Development stable releases are not common, but there are often subversion snapshots which are stable enough to use.	93.53333333333333
In August 2003, the San Diego Union Tribune alleged that U.S. Marine pilots and their commanders confirmed the use of Mark 77 firebombs on Iraqi Republican Guards during the initial stages of combat.	Watonga, Kingfisher and Geary were the hardest-hit communities, where many houses and buildings were inundated.	0.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	100.0
The New York City Housing Authority Police Department was a law enforcement agency in New York City that existed from 1952 to 1995.	"Frederick Hubbard ""Fred"" Gwynne (10 July 1926 2 July 1993) was an American actor."	0.0
Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the superhero Captain Qwark, in an effort to stop Drek.	94.73333333
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	100.0
The Kindle 2 features 16-level grayscale display, improved battery life, 20 percent faster page-refreshing, a text-to-speech option to read the text aloud, and overall thickness reduced from 0.8 to 0.36 inches (9.1 millimeters).	The Kindle 2 features 16-level grayscale display, improved battery life, 20 percent faster page-refreshing, a text-to-speech option to read the text aloud, and overall thickness reduced from 0.8 to 0.36 inches (9.1 millimeters).	100.0
By most accounts, the instrument was nearly impossible to control.	In the third round, the Conference Finals, the two remaining teams in each conference play each other, with the conference champions proceeding to the Stanley Cup Finals.	0.0
Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes. 	Other users and bots may edit pages in your user space, though by convention your user page will usually not be edited by others.	0.0
Stands were eventually added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.	While pipelining can in theory increase performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most code does not allow for ideal execution.	0.0
Before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.	Before the advent of the pocket calculator, it was the most common design tool in science and engineering.	50.53333333
"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup."	100.0
In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.	In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.	89.33333333333333
He won the presidential election held on 2 March 2008 with 71.25% of the popular vote.	8 Flora (,) is a large, bright main belt asteroid.	0.0
Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	100.0
Bankers from ShoreBank, a community development bank in Chicago, helped Yunus with the official incorporation of the bank under a grant from the Ford Foundation.	Bankers from ShoreBank, a community development bank in Chicago, helped Yunus with the official incorporation of the bank under a grant from the Ford Foundation.	100.0
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	However, some performances connected to the festival take place before and after the official dates.	0.0
Together they formed new music Manchester, a group committed to contemporary music.	Both of the formed a group committed to contemporary music called new music Manchester.	44.55555555555556
The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	100.0
This resulted in both Montenegro and Serbia becoming independent countries.	This resulted in both Montenegro and Serbia becoming independent countries.	100.0
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	100.0
Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.	The Islamic State and the Syrian government were fighting to control an area in Syria called Deir ez-Zor. During that time, the Islamic State released videos that showed bombs being dropped on a weapons storage facility in that area.	100.0
Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.	Cash transactions are rounded to the nearest five cents.	0.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	Eraldo Pecci (born 12 April 1955) is an Italian former footballer.	0.0
The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	100.0
Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.	100.0
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	"What the Spaniards then called ""chocolatl"" was said to be a beverage consisting of a chocolate base flavored with vanilla and other spices that was served cold."	0.0
Samovar & Porter (1994), p. 84 Syrians did not congregate in urban enclaves; many of the immigrants who had worked as peddlers were able to interact with Americans on a daily basis.	Samovar & Porter (1994), p 84 Syrians congregate did many of the immigrants who had worked peddlers were to interact.	19.93333333
Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.	Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.	100.0
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	100.0
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens Railroad.	He composed music in all major genres, including art song, chamber music, oratorio, opera, ballet music, and orchestral music.	0.0
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	100.0
Brunstad has several fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own grocery store.	Brunstad has a number of fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own store.	85.06666667
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	"Suggested etiologies of the name ""Kavirondo"" include From local young warriors, armed with spears, bows, arrows, & clubs, who were observed to sit on their heels, which in Kiswahili is kaa virondo."	0.0
Seventh sons have strong `` Knacks''( specific magical abilities), and Seventh sons of Seventh sons are both extraordinarily rare and powerful.	"Seventh sons have strong ""Knacks"" (specific magic skills), and Seventh son of a seventh son are both very rare and powerful."	40.6
The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	It consisted of the American, British, and French occupation sectors established in 1945.	0.0
"The singles from the album included ""By the Way"", ""The Zephyr Song"", ""Ca n't Stop"", ""Dosed"" and ""Universally Speaking""."	"He Singles from the album include ""by the way,"" ""the Zephyr song,"" ""ca n't stop,"" ""dosed"" and ""universally speaking."""	84.0
New South Wales's largest city and capital is Sydney.	New South Wales's largest city and capital is Sydney.	100.0
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body color range from medium brown to gold-ish to beige-white; and in some cases, is marked with dark brown spots, above all on the limbs.	78.2
The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.	Marcel Junod (1904 - 1961), a physician from Geneva, was another famous delegate during the Second World War.	0.0
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	100.0
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. They also approved of its emotional weight, musical score, and its tributes to Boseman. However, the runtime was criticized.	73.66666666666667
The pad called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the pad accused of being proxies for Thaksin.	At the 2008 Cannes Film Festival, Alain Siritzky announced that a worldwide search was underway for a new Emmanuelle to star in a new series of films.	0.0
"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels."	Waugh writes that Charles had been styled in search of love in those days, when he first met Sebastian, found out that low door in the wall had been in search of love in those days. This was a metaphor that tells the work on a number of levels.	60.26666667
Jeanne Marie-Madeleine Demessieux (February 13, 1921 November 11, 1968), was a French organist, pianist, composer, and pedagogue.	Jeanne Marie-Madeleine Demessieux (February 13, 1921 November 11, 1968), was a French organist, pianist, composer, and teacher.	94.13333333
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	100.0
It is derived from Voice of America (VoA) Special English.	It is derived from Voice of America (VoA) Special English.	100.0
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, small mammals, monkeys, wild boar, goats, deer, horses, and water buffalo.	0.0
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	100.0
United began seeking legal action over whether Ronaldo had breached his contract and was looking to terminate his contract.	United started looking for legal options regarding whether Ronaldo broke his contract, with the aim of ending it.	90.0
"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""	"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""	100.0
For example, the stylebook of the Associated Press is updated annually.	However, unlike the moon, it has a large iron core, which generates a magnetic field about 1% as strong as that of the Earth.	0.0
After the Jerilderie raid, the gang laid low for 16 months evading capture.	The gang hid for 16 months after the Jerilderie raid.	91.05714285714286
He settled in London, devoting himself chiefly to practical teaching.	The Armenian legion was established under the goals of the Armenian national liberation movement and was an armed unit besides the Armenian volunteer units and Armenian militia during World War I which fought against the Ottoman Empire.	0.0
Salem is a city in Essex County, Massachusetts, United States.	After the critical and box office failure of the previous and presumed last installment Rocky V, Stallone had decided to end the series with a sixth installment which would be a more appropriate climax to the series.	0.0
Each version of the License is given a distinguishing version number.	In 1975 these two districts were merged to form today's district.	0.0
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens Railroad.	Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens Railroad.	100.0
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists said that the Russians were war criminals and shouldn’t be at the conference.	100.0
The Singles from the album included `` by the way'', `` the Zephyr song'', `` ca n't stop'', `` dosed'' and `` universally speaking''.	Packaged instant soups come in several varieties: A packet of dry soup stock (like the ramen image below).	0.0
He toured with the IPO in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the IPO again in 1994, performing in China and India.	He went with the IPO in the spring of 1990 for their first performance in the Soviet Union.	58.2
The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.	The story of Christmas is based on the story of the story of the Gospel of Matthew, the Gospel of Luke, and the Gospel of Luke.	64.46666667
A Wikipedia gadget is a JavaScript and / or a CSS snippet that can be enabled simply by checking an option in your Wikipedia preferences.	A Wikipedia gadget is a computer Snip that can be turned on by checking an option in Wikipedia.	67.8
Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.	Megalibgwilia is a genus of echidna known only from Australian fossils that incorporates the oldest known echidna species.	0.0
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.	The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.	100.0
Britpop emerged from the British independent music scene of the early 1990s and was characterised by bands influenced by British guitar pop music of the 1960s and 1970s.	Celestus microblepharis is a species of lizard in the Anguidae family.	0.0
Hinterrhein is an administrative district in the canton of Graubünden, Switzerland.	Hinterrhein is an administrative district in the canton of Graubünden, Switzerland.	100.0
On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	100.0
Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	100.0
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	Each city and commune has its own mayor (primar) and local council (consiliu local).	0.0
The area covered by the warning issued on September 22 was extended southwards as Jose intensified, before being canceled soon after landfall on September 23.	The area covered by the warning issued on September 22 was extended southwards as Jose strengthened, before being cancelled soon after Landfall on September 23.	76.2
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	Among events that happened in Europe, on July 29. was the battle of Stiklesstand in Norway, in which Olav Haraldsson lost his Pagan subjects and his life.	48.357142857142854
As the largest sub-region in Mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the Sierra Madre to the semi-arid plains of northern Yucatán.	As the largest sub-region in Mesoamerica, it was a vast and varied landscape.	70.4
The Amazon Basin is the part of South America drained by the Amazon River and its tributaries.	The Amazon Basin is the part of South America drained by the Amazon River and its tributaries.	100.0
Vouvray-sur-Huisne is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.	It is found in the region Pays de la Loire in the Sarthe department in the west of France.	38.26666667
A fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	A fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	100.0
However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.	, the BZÖ differs a bit in comparison is in favor, but an EU-Withdrawal.	27.66666667
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	Luis Suárez Miramontes (born May 2, 1935) is a Spanish former footballer and manager.	0.0
He left a detachment of 11,000 troops to garrison the newly conquered region.	The nameless dog makes a cameo appearance in the NES game Barker Bill's Trick Shooting (another Zapper game) and he can be shot.	0.0
The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	The first species were discovered from Norway by Rathke in 1799, Limnoria lignorum.	34.93333333
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.	He returned to Yerevan to teach and he was appointed director.	54.93333333333333
In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.	100.0
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	100.0
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is a book written by Kojima about his life. It has several short stories and essays. Many of these talk about the pop culture media Kojima liked and how they changed his life.	86.66666666666667
The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.	The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.	100.0
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.	"The waxing crescent moon ""represents a young nation on the ascendant""."	0.0
The plant is considered a living fossil.	The plant is thought to be a living fossil.	94.53333333
The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.	The film earned over $552 million globally, making it the eighth most successful movie of 2022.	97.66666666666667
West Berlin had its own postal administration, separate from West Germany's, which issued its own postage stamps until 1990.	Ender's Shadow (1999) is a science fiction novel by American author Orson Scott Card.	0.0
The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.	In 1589, salt began to be made in Sunderland.	0.0
In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.	The new government in 1816 created the districts Steinfurt and Tecklenburg.	0.0
The female equivalent is a daughter.	The female is called a daughter.	66.13333333
Ohio state's library system encompasses twenty-one libraries located on its Columbus campus.	These flies are clothed in black or pale (white or golden) hairs, and are themselves either black or metallic green or blue.	0.0
People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.	People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.	100.0
Shortly after attaining Category 4 status, the outer convection of the hurricane became ragged.	Shortly after reaching Category 4 status, the strength of the hurricane became ragged.	71.93333333
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is a book that Hideo Kojima wrote about his life. The book has a lot of short stories, essays, and stories about his life. Many of the stories are about things that Kojima has loved as a child.	89.0
Orchestration Stravinsky first conceived of writing the ballet in 1913.	Orchestration Stravinsky. It was first conceived and write a ballet in 1913.	84.26666666666667
"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear."	In 1855 parts of Nash County, Edgecombe County, Johnston County, and Wayne County were combined to form Wilson County, North Carolina.	0.0
Eva Anna Paula Braun, died Eva Anna Paula Hitler (6 February 1912 – 30 April 1945) was the longtime companion and, for a brief time, wife of Adolf Hitler.	Eva Anna Paula Braun (February 6, 1912 -- April 30, 1945) was the longtime girlfriend of the Dutch.	29.66666667
The book, Political Economy, was published in 1985, but had limited classroom adoption.	The book, Political Economy, was published in 1985.	73.8
Mercury is similar in appearance to the moon: it is heavily cratered with regions of smooth Plains, has no natural satellites and no substantial atmosphere.	With approximately 77 million members, the Anglican Communion is the third largest Christian communion in the world, after the Roman Catholic Church and the Eastern Orthodox Churches.	0.0
The plant is considered a living fossil.	The plant is considered a living fossil.	100.0
The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	100.0
On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	100.0
Events Europe July 29 — battle of Stiklestad( Norway): Olav Haraldsson loses to his Pagan Vassals and is killed in the battle.	The name Perth has hence been used for a number of other settlements around the world.	0.0
Their eyes are quite small, and their visual acuity is poor.	Their eyes are very small and they do not see well.	92.86666666666666
It is also a starting point for people wanting to explore Cooktown, Cape York Peninsula, and the Atherton Tableland.	It is also a starting point for people wanting to see Cooktown, Cape York Peninsula, and the Atherton Tableland.	95.0
Santa Maria Maggiore( St. Mary the greater), the earliest extant church in Assisi.	The earliest church in Assisi is Santa Maria Maggiore.	80.73333333333333
Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.	In 1997 he was forced to leave his home after it was flooded by the water of the reservoir.	0.0
There are statues of Sir Alf Ramsey and Sir Bobby Robson, both former Ipswich Town and England managers, outside the ground.	There are many statues of Sir Alf Ramsey and Sir Bobby Robson. There are many former Ipswich Town in England.	37.66666667
In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the Incursions of other Viking groups.	In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the Incursions of other Viking groups.	100.0
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	100.0
He came from a musical family; his mother, LaRue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	He came from a musical family; his mother, LaRue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.	100.0
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The cilia of the respiratory epithelium move the particulate matter towards the pharynx where it is digested.	0.0
Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	Seventy-five defencemen are in the Hall of Fame, more than any other current position, while only 35 goaltenders have been inducted.	100.0
Bone marrow is the flexible tissue found in the hollow interior of bones.	The elements are thus distinguished: Yang Wood, Yin Wood, Yang Fire, Yin Fire, etc.	0.0
A fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	A fee is the price one pays for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of the government.	70.8
Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.	Macgruber starts ask for simple things to make a point to turn off the bomb, but he's later held by one thing( usually based on his own life) that makes him run out of time.	62.666666666666664
Tickets can be retailed for National Rail services, the Docklands Light Railway and on Oyster card.	Tickets can be Retailed, the docklands light railway and.	94.3125
He excuses himself because he has to leave for rehearsal, and he and Dr. Schön leave.	He excuses himself he to leave, and and.	28.13333333
