document	simplification	labels
In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.	After announcing the nomination, the Judiciary Committee begins an investigation to ensure they are prepared for the upcoming hearings. This includes reviewing the nominee's background and any relevant issues.	0.47
The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.	The crawled, the trickster character, builds a black cord and, connects it to the ball, tarantula away fast to the east, pulling on the cord with all his strength.	0.248
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, with became the first American woman to do a triple Axel jump in the National football competition.	0.10733333333333332
Protests across the nation were suppressed.	Protests were suppressed.	0.9440000000000001
For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.	For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color	0.586
There he had one daughter, later baptized as Mary Ann Fisher power, to Ann( E) power.	There he had one daughter, Mary Ann Fisher power, who was later married to Ann( E) power.	0.652
In approximate relation to the parties' respective strength in the Federal Assembly, the seats were distributed as follows: Free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SP): 2 members, and Swiss People's Party (SVP): 1 member.	In spite of the Party'own strength in the Federal Assembly, the seats were given as follows: free Democratic Party (FDP): 2 members, Christian Democratic People's Party (CVP): 2 members, Social Democratic Party (SVP): 2 members, and Swiss People's Party (SP): 1 member.	0.6859999999999999
Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	Another closely-related meaning of constituent is that of a person living in the area governed, represented, or otherwise served by a politician; sometimes this is used for citizens who elected the politician.	0.8893333333
Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.	Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris.	0.8573333333
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Features a radar comments show a fairly pure Iron-Nickel mix.	0.621875
Salem is a city in Essex County, Massachusetts, United States.	Salem is a city of Massachusetts in the United States.	0.8473333332999999
Their eyes are quite small, and their visual acuity is poor.	Their eyes are quite small and their visual Acuity is poor.	0.8017647058823529
The collapsed dome of the main church has been restored entirely.	The Dome of the main church was restored.	0.9259999999999999
After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.	He returned to Yerevan to teach and he was appointed director.	0.976
It was the first asteroid to be discovered by a spacecraft.	It was the asteroid to be discovered.	0.48533333333333334
Alternative views on the subject have been proposed throughout the centuries( see below), but all were rejected by mainstream Christian bodies.	Mainstream Christian bodies rejected all the alternative views on the subject that were proposed over the centuries. (see below).	0.7773333333333333
Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.	A few days before the start of the 2022 FIFA World Cup, Qatar was accused of paying actors to play fans at the tournament. This is because they want to promote the country.	0.9666666666666667
In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.	In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, probably after 1913, when the building was changed from its original use.	0.53
Take the square root of the variance.	The square root of the variance is the ###eos###.	0.3286666667
"Seventh sons have strong ""knacks"" (specific magical abilities), and seventh sons of seventh sons are both extraordinarily rare and powerful."	"His sons have strong ""knacks (specific magical abilities), and seventh sons of her sons are very rare and powerful."	0.7713333333
Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.	Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.	0.488
Addiscombe is a suburb in the London Borough of Croydon, England.	Addiscombe is a suburb of Croydon, England.	0.9546666667
The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.	The architecture of Winchester College is a diverse set of styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion in the Victorian era and then further extensions at the turn of the 20th century and more recently.	0.8033333333333332
Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.	Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous Captain Qwark, to stop Drek.	0.868
The Singles from the album included `` by the way'', `` the Zephyr song'', `` ca n't stop'', `` dosed'' and `` universally speaking''.	"He Singles from the album include ""by the way,"" ""the Zephyr song,"" ""ca n't stop,"" ""dosed"" and ""universally speaking."""	0.7726666666666666
Gumbasia was created in a style Vorkapich taught called Kinesthetic Film Principles.	It was made in a style Vorkapich taught called Kinesthetic Film Principles.	0.7826666667000001
Below are some useful links to facilitate your involvement.	Below are some useful links to to help you get involved.	0.5785714285714285
Forty-nine species of pipefish and nine species of seahorse have been recorded.	Pipefish species of forty-nine and nine species of chinchilla have been made.	0.41200000000000003
Many species had vanished by the end of the nineteenth century, with European settlement.	Species had vanished,.	0.4853333333
Bone marrow is the flexible tissue found in the hollow interior of bones.	Bone marrow is the tissue found in the interior of bones.	0.9893333333
"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters."	Republicans have said that progressives and liberals are responsible for the rise in violent crime and homicides in 2020 and 2021, although Biden had previously said no to cutting funds for the police, which many racial justice protesters supported.	0.8933333333333333
Mifepristone is a synthetic steroid compound used as a pharmaceutical.	Mifepristone is a synthetic steroid compound used as a drug.	0.9866666667
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war I/O. He has also made many films.	0.9076470588235295
OEL manga series Graystripe's Trilogy There is a three volume original English-language manga series following Graystripe, between the time that he was taken by Twolegs in Dawn until he returned to ThunderClan in The Sight.	Graystripe manga series Graystripe's Trilogy There is a three volume first English-language manga series. It was shown between the time that he was taken by Twolegs in Dawn until he returned to ThunderClan in The Sight.	0.6833333333
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes spanning Kojima's life, many of which focus on the various pop culture media which Kojima developed an adoration for and how they have impacted him.	0.9366666666666668
The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.	The apostolic tradition, attributed attests, the singing.	0.119375
The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.	The vagina is very elastic and stretches to many times its normal diameter during vaginal birth.	0.988
West Berlin had its own postal administration, separate from West Germany's, which issued its own postage stamps until 1990.	West Berlin had its postal administration, which, its issued postage stamps.	0.5086666667
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Musk stated that Twitter Blue’s price would increase to around $8.00 USD per-month. He also announced Twitter Blue would include less advertising, the ability to post longer audio and videos, and verified account status.	0.48
The name survives as a brand for a related spin-off digital television channel, digital radio station, and website which have survived the demise of the printed magazine.	The name survives as a brand for a new digital television, digital radio station, and website which have survived the end of the printed magazine.	0.7393333333
He won the presidential election held on 2 March 2008 with 71.25% of the popular vote.	He won the general election held on 2 March 2008 with 71.25 per cent of the popular vote.	0.8973333333
He is also a member of another Jungiery boyband 183 Club.	He is a member of boyband another Jungiery 183 Club.	0.642
Saint Martin is a tropical island in the northeast Caribbean, approximately 300 km (186 miles) east of Puerto Rico.	Saint Martin is a tropical island, 300 km (186 miles east.	0.6
In other developments, both Iceland and Greenland accepted the overlordship of Norway, but Scotland was able to repulse a Norse invasion and broker a favorable peace settlement.	In other developments, both Iceland and Greenland said that there was the overlordship of Norway, but Scotland was able to make a Norse invasion.	0.6626666667000001
At four-and-a-half years old he was left to fend for himself on the streets of northern Italy for the next four years, living in various orphanages and roving through towns with groups of other homeless children.	At four-and-a-half years old he was left to fend for himself on the streets of Northern Italy for the next four years, living in towns with groups of other homeless children.	0.768
Meteora earned the band multiple awards and honors.	Meteora was nominated for many awards and honors.	0.9633333333
The Amazon Basin is the part of South America drained by the Amazon River and its Tributaries.	The Amazon Basin is at the end of the Amazon river.	0.2826666666666667
The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	In this film, Julie Ledru acts as a young woman named Julia. Julia lives in social housing and does not have a good relationship with her mother. She loves the sport of motocross and wants to find a way to take part in it. Hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.	0.8433333333333333
"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football."""	"On November 5, 2022, FIFA sent a letter to all participating nations. It told them to stop any discussion of Qatar’s poor human rights records, to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world"", and to ""focus on the football."""	0.8333333333333333
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Before Bankman-Friend’s money disappeared in November 2022, he donated a lot of money to Democratic Party candidates.	0.9233333333333333
New South Wales's largest city and capital is Sydney.	The capital city of location@3 is Sydney.	0.6666666667
Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.	Research has shown that children are less likely to report a crime if it involves someone that he or she knows.	0.9306666666666666
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	Boldly, she promised never to give up the commune, and challenged the judges to give her the death penalty.	0.6435294117647059
The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.	The PAD said that the client is not allowed to be bought by Thaksin.	0.8373333332999999
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	"On 14 November, an interview of Ronaldo with journalist Piers Morgan was published. Ronaldo said he was ""betrayed"" by ten Hag and other people who wanted him to leave the club. He also said the club ""doubted"" him when he said he couldn't come to pre-season training due to his daughter's illness. He was unhappy because ten Hag did not show him respect."	0.88
The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	The global Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.	0.948
He is interred in the Restvale Cemetery in Alsip, Illinois.	He is interred in the cemetery in Restvale Alsip, Illinois.	0.866
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	Iran Human Rights, a non-profit organization, reported on 19 November 2022 that at least 378 people, including 43 minors, had been killed due to the government's use of tear gas and gunfire against protesters. This was the deadliest protest since 2019–2020, with over 1,500 fatalities.	0.8166666666666668
Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.	Wario Land the Wario Land series is a platforming series that began with Wario Land: Super Mario Land three, a spin-off of the Super Mario Land series.	0.6866666667
Defiantly, she vowed to never renounce the Commune, and dared the judges to sentence her to death.	Defiantly, she promised to give up the, and never dared judges to sentence her to death.	0.41666666669999997
He is also a member of another Jungiery boyband 183 Club.	Total number@2 number@3 number@4 number@5 number@6	0.138
Together they formed New Music Manchester, a group committed to contemporary music.	Together they were New Music Man, a group tied to the modern music.	0.862
The term gribble was originally assigned to the wood-boring species, especially the first species described from Norway by Rathke in 1799, Limnoria lignorum.	"The term"" gribble"" was first used for the wood-boring species, especially the first species described from Norway by Rathke in 1799."	0.8206666667
The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.	The activists targeted the Russian delegation at a conference. They said Russians did not deserve respect nor should be at the conference.	0.8466666666666667
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	England won their second title by defeating Pakistan in the 2022 T20 World Cup final, making them the reigning champions.	0.7933333333333333
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority. More than half of self-identified Republicans supported it as a top congressional priority.	0.8533333333333333
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	The Iranian team made headlines in their first game against England. They showed support for the Mahsa Amini protests by refusing to sing the national anthem. Some Iranian supporters did not cheer for Iran or boycotted their country’s team because they believed that the team was representing the government.	0.8833333333333333
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens railroad.	Origin Irmo was chartered on Christmas Eve in 1890 because of the opening of the Columbia, Newberry and Laurens railroad.	0.92
Historically, the sensations of itch and pain have not been considered to be independent of each other until recently, where it was found that itch has several features in common with pain, but exhibits notable differences.	The itch of itch and pain have not been considered to be independent of each other until recently.	0.5626666667
On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.	On October 14, 1960, presidential candidate John F. Kennedy proposed the concept of what is now the Peace Corps on the steps of Michigan Union.	0.8306666667
As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.	Even though many mosques will not follow violations, both men and women when attending a mosque must get to these rules.	0.618
The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.	The other cities on the Palos Verdes Estates, Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.	0.5393333333
Volterra is a town in the Tuscany region of Italy.	Volterra is a city in the region of Tuscany in Italy.	0.8526666666666667
Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	Ohio State's library system is the home of the library.	0.7433333333000001
"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then."	"Elon Musk also announced the creation of a "" content moderation council "" to determine how the platform would handle free speech, and announced a moratorium on "" major content decisions or account reinstatements "" until then."	0.6166666666666667
Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.	Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.	0.8793333333333334
On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, so the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	0.9066666666666667
These attacks may have been psychological in origin rather than physical.	These attacks may have been than in origin.	0.32733333330000003
Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.	Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv.	0.48666666666666664
James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.	James I appointed him a gentleman of the chapel Royal. There he served as an organist from approximately 1615 until his death.	0.9113333333333334
A few animals have chromatic response, changing color in changing environments, either seasonally (ermine, snowshoe hare) or far more rapidly with chromatophores in their integument (the cephalopod family).	A few animals have chromatic response, change color in a changing environment, either seasonally (ermine, snowshoe hare) or much faster with chromatophores in their coat (the cephalopod family).	0.8540000000000001
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Before November 2022, Bankman-Fried donated a lot of money to Democratic Party candidates.	0.86
Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.	Moderate to severe damage went up the Atlantic coastline and as far Inland as West Virginia.	0.534
Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.	Director Samuel Fuller removed the character of Gary and replaced Seberg with a different actor in the first film adaptation. He also changed the story to make it a horror movie about the dog. In contrast, director Barbeau-Lavalette stayed true to the original book.	0.45
Characteristics Radar observations indicate a fairly pure iron-nickel composition.	Characteristics Radar observations show a fairly pure iron-nickel makeup.	0.768
Origin Irmo was chartered on Christmas Eve in 1890 in response to the opening of the Columbia, Newberry and Laurens Railroad.	Origin Irmo was created on Christmas Eve in 1890.	0.499
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	The wave moved across the Atlantic, and started into a tropical depression off the northwest coast of Haiti on September 13.	0.8373333332999999
The Kindle 2 features 16-level grayscale display, improved battery life, 20 percent faster page-refreshing, a text-to-speech option to read the text aloud, and overall thickness reduced from 0.8 to 0.36 inches (9.1 millimeters).	The Kindle 2 features 16-level grayscale display, improved battery life, 20 percent page-refreshing, a text-to-speech option to read aloud the text, and thickness reduced.	0.8440000000000001
The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.	The island chain forms part of the Hebrides. The river is most likely to be found aside from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.	0.6859999999999999
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	Events Europe July 29 Olav Haraldsson loses and is killed.	0.5926666667
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	This was nearly finished when Messiaen died, and Yvonne Loriod orchestrated the last movement with advice from George Benjamin.	0.9813333333333334
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Bankman-Fried was a major donor to Democratic Party candidates before they lost money in November 2022.	0.8433333333333333
The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	In the movie, Julie Ledru plays Julia, a young woman living in social housing who has a bad relationship with her mother. She is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.	0.88
Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.	Since 2000, the host of the Kate Greenaway Medal has also been made with the Colin Mears price to the value of £5000.	0.5333333333
Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.	Depending on the context, another family meaning is that of a citizen living in the area governed, represented, or otherwise served by a politician (this is restricted to people who selected the politician.	0.7993333333
The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.	The movie received positive reviews from critics. They praised Coogler's direction, the action sequences, costume design, the cast's performances, emotional weight, musical score, and the tributes to Boseman.	0.8633333333333333
The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.	The sticky tongue helps to catch bugs.	0.6173333333333333
This was substantially complete when Messiaen died, and Yvonne Loriod undertook the final movement's orchestration with advice from George Benjamin.	This was Messiaen died, and undertook Yvonne Loriod orchestration.	0.40066666669999995
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is a book about Kojima’s life and the pop culture media he liked.	0.9466666666666668
Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.	Musk said that Twitter Blue's price would be raised to around US$8.00 per-month, and that people would be able to post longer audio and video files, and that the service would be more cost-effective.	0.9166666666666667
She was among the first doctors to object to cigarette smoking around children, and drug use in pregnant women.	She was one of the first doctors to object to tobacco use in children, and drug use in pregnant women.	0.9146666667
Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.	Cogeneration (also combined heat and power, CHP) is the use of a heat engine.	0.8333333333
Prior to the arrival of the storm, the National Park service closed visitor centers and campgrounds along the outer banks.	Before the storm came to the National Park service, the National Park service closed places and campgrounds along the outer banks.	0.6573333333333333
Addiscombe is a suburb in the London borough of Croydon, England.	Addiscombe is a town in Croydon, England, UK.	0.932
The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.	The wave went in the Atlantic, and held in a tropical depression off the north coast of Haiti on September 13.	0.5926666667
Addiscombe is a suburb in the London Borough of Croydon, England.	Addiscombe is a suburb in the London borough of Croydon, England.	0.4026666666666667
A bastion on the eastern approaches was built later.	A bastion on the eastern side was built later.	0.8773333333
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	Blogger DJ Akademiks held a three-hour stream to honor Takeoff. He dissected videos from the time of Kirshnik's murder and asked everyone to stop glorifying violence in hip-hop, such as that by rappers YNW Melly and Tay-K who were convicted of murder.	0.99
In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the Church, then (1860) with the united Kingdom of Italy.	In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia.	0.7353333333000001
The album, however, was banned from many record stores nationwide.	However, the album was banned from many different countries.	0.894
In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.	More recently, after a nomination is announced, the Judiciary Committee completes an investigative stage to prepare for hearings. During this stage, committee members and their staff review the nominees' backgrounds and any relevant issues.	0.9733333333333333
The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.	The first Italian Grand Prix motor racing open took place on 4 September 1921 at Brescia.	0.8079999999999999
Jeanne Marie-Madeleine Demessieux( February 13, 1921 November 11, 1968), was a French organist, pianist, composer, and pedagogue.	Jeanne Demessieux (born Paris, 13 February 1921; died Paris 11 November 1968) was a French organist.	0.9013333333333334
Bremer reported plans to put Saddam on trial, but claimed that the details of such a trial had not yet been determined.	Bremer said plans to put Saddam on trial, but said that the details of such a trial has not been set.	0.7340000000000001
The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	The NASA Cassini orbiter is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.	0.7446666666999999
"Plot Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""Never leave your partner behind""."	Plot captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia. He is also the cardinal rule of all firemen.	0.9258823529411765
On November 9, Fetterman was projected as the winner of the election by media outlets.	On Novermber 9, media outlets predicted Fetterman would win the US Senate election in Pennsylvania.	1.0
Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	During the War of Restoration of Independence, Elvas was besieged multiple times. In 1658, Spanish commander Don Luis de Haro led a siege against the city. The fort's defenders showed great courage and refused to surrender.	0.9933333333333333
Heavy rain fell across portions of Britain on October 5, causing localized accumulation of flood waters.	Storms fell across parts of Britain on October 5, causing localized mixtures of flood waters.	0.8413333333
It was the first asteroid to be discovered by a spacecraft.	It was the first asteroid to be found by a spacecraft.	0.9973333333
The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.	The SAT Reasoning Test (used to be called Scholastic Aptitude Test and Scholastic Assessment Test) is a test for college admissions in the United States.	0.9073333333
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	Among events that happened in Europe, on July 29. was the battle of Stiklesstand in Norway, in which Olav Haraldsson lost his Pagan subjects and his life.	0.33692307692307694
In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.	Painted decorations are kept on the face of the building, on the porch, and on the inside. These paintings were made in two different time periods. The first time period was when the building was built. The second time period was after 1913, when the building’s use was changed.	0.98
In April 2000, MINIX became free / open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and hobbyists.	In April 2000, Minix became free/ open source software under a permissive free software licence. by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and Hobbyists.	0.36142857142857143
Mercury is similar in appearance to the Moon: it is heavily cratered with regions of smooth plains, has no natural satellites and no substantial atmosphere.	Mercury is similar in appearance to the moon: it is a long way cratered with parts of the smooth Plains, has no natural satellites and no good mood.	0.9529411764705883
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book has more than 200 new color photographs taken by the British architectural photographer Morley von Sternberg. It also has older images to show buildings that have been changed a lot or destroyed.	1.0
Human skin hues can range from very dark brown to very pale pink.	Human skin parties can range from very dark brown to very pale pink.	0.5053333333
During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.	, Edward Gorey mentioned that Bawden was one, lamenting the fact that people remembered or knew.	0.5406666667
Characteristics radar observations indicate a fairly pure Iron-Nickel composition.	A mainly pure Iron-Nickel composition was observed by radar.	0.7029411764705883
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence included a three-year supervised release and a fine of $400.	0.7
Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	Ohio state's library system includes twenty-one libraries located in the city of Columbus.	0.6875
Seventh sons have strong `` Knacks''( specific magical abilities), and Seventh sons of Seventh sons are both extraordinarily rare and powerful.	"Seventh sons have strong ""Knacks"" (specific magic skills), and Seventh son of a seventh son are both very rare and powerful."	0.365
Offenbach's numerous operettas, such as Orpheus in the Underworld, and La belle Hélène, were extremely popular in both France and the English-speaking world during the 1850s and 1860s.	Offenbach's many operettas, such as Orpheus in the Underworld, and La belle Hélène, were very popular in both France.	0.7113333333
"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""	"When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""	0.9166666666666667
